,title,trend_rank_score
2531,Amanda Lear - Italy,-3.23
2532,Amar Pelos Dois - Belgium,-1.255
2533,Amar Pelos Dois - Denmark,-0.12000000000000008
2534,Amar Pelos Dois - Ireland,0.395
2535,Amar Pelos Dois - Italy,0.305
2536,Amar Pelos Dois - Sweden,-3.67
2537,Amar Pelos Dois - United Kingdom,0.315
2538,Amare - Italy,-10.004999999999999
2539,Amare - Sweden,-4.904999999999999
2540,Amarena - Italy,-0.07000000000000024
2541,Amarillo - Canada,0.3
2542,Amarillo - France,2.01
2543,Amarillo - Italy,0.8399999999999999
2544,Amarillo - Sweden,0.375
2545,Amarsi Male - Italy,0.29000000000000004
2546,Amarsi un po' - Italy,0.014999999999999986
2547,Amati Sempre - Italy,-8.255
2548,Amazing Grace (My Chains Are Gone) - Belgium,0.10000000000000003
2549,Amazing Grace (My Chains Are Gone) - Canada,2.59
2550,Amazing Grace (My Chains Are Gone) - Ireland,0.675
2551,Amazing Grace (My Chains Are Gone) - Sweden,1.69
2552,Amazing Grace (My Chains Are Gone) - United Kingdom,0.525
2553,Amazing Minds - United Kingdom,0.46
2554,Ambiance vandale - France,0.19
2555,Ambition - France,0.375
2556,Ambitioner (feat. RH) - Denmark,-8.555
2557,Ambivalent - Denmark,0.21499999999999989
2558,Ambizione - Italy,0.285
2559,Ambulance - France,0.36
2560,Amen - Canada,0.515
2561,Amen - Radio Edit - Italy,-2.53
2562,Amen - Sweden,-6.55
2563,America (feat. Emis Killa) - Italy,-1.4100000000000001
2564,America - Canada,0.25999999999999995
2565,American Airlines - Belgium,-0.6699999999999998
2566,American Airlines - France,-6.485
2567,American Boy (feat. Kanye West) - France,0.175
2568,American Boy (feat. Kanye West) - Ireland,2.705
2569,American Boy (feat. Kanye West) - United Kingdom,4.5299999999999985
2570,American Boy - Ireland,1.3
2571,American Boy - United Kingdom,8.41
2572,American Dream - Canada,1.6549999999999996
2573,American Girl - Canada,0.49
2574,American Girl - Ireland,0.41
2575,American Girl - Sweden,0.685
2576,American Girl - United Kingdom,0.28
2577,American Idiot - Ireland,0.215
2578,American Idiot - United Kingdom,0.645
2579,American Pie - Canada,0.6900000000000001
2580,American Pie - Ireland,1.24
2581,American Pie - United Kingdom,0.19
2582,American Soul - Ireland,0.265
2583,American Sports - Belgium,-0.99
2584,American Sports - Canada,0.26
2585,American Sports - Denmark,0.265
2586,American Sports - France,0.33
2587,American Sports - Ireland,-0.7249999999999999
2588,American Sports - Italy,0.37
2589,American Sports - United Kingdom,-3.81
2590,American Teen - Denmark,0.265
2591,Amerika - Sweden,0.2
2592,Ami ou ennemi - France,0.165
2593,Amici - Italy,4.910000000000002
2594,Amici Per Errore - Italy,0.505
2595,Amico - Italy,-0.8099999999999998
2596,"Amico Mio (FreeBene) [feat. Vale Pain, Neima Ezza, Nko] - Italy",0.375
2597,Amiga (feat. Soolking) - France,0.32499999999999996
2598,Amigo (feat. Mula B) - Belgium,-5.049999999999999
2599,Amigo - Belgium,0.33
2600,Amigo - Canada,-2.1499999999999995
2601,Amigo - France,-2.949999999999999
2602,Aminata (feat. PLK) - France,-0.5799999999999998
2603,Aminata - France,1.9599999999999997
2604,Amis d'avant - France,-0.865
2605,Amis d'enfance - France,0.255
2606,Amitiés gâchées - Belgium,0.115
2607,Amitiés gâchées - France,-2.720000000000001
2608,Ammo' (feat. Rocco Hunt & Clementino) - Italy,-5.444999999999998
2609,Amnesia (feat. GASHI) - Canada,-1.0450000000000002
2610,Amnesia - Belgium,0.23000000000000004
2611,Amnesia - Italy,-1.9100000000000001
2612,Amnesia - Sweden,0.34
2613,Amnésie - France,3.674999999999999
2614,Amo - Sweden,0.365
2615,Amo Ma Chi T Sap (feat. MV Killa & Guè Pequeno) - Italy,-4.724999999999998
2616,Amor Genuino - Italy,0.275
2617,"Amor, Amor, Amor (feat. Wisin) - Italy",0.585
2618,Amore - France,-0.4600000000000001
2619,Amore Mio - Italy,-0.15500000000000003
2620,Amore Toxic (feat. Random) - Italy,0.175
2621,Amore Wi-Fi - Italy,0.025
2622,Amore a prima insta - Italy,-2.105000000000001
2623,Amore che torni - Italy,-2.62
2624,Amore e Capoeira - Italy,18.315000000000026
2625,Amore mi - Italy,-10.879999999999997
2626,Amore per favore resta - Italy,-0.5249999999999999
2627,Amore sporco - Italy,-0.7550000000000001
2628,Amore tossico - Italy,-4.720000000000001
2629,Amore vero - Italy,0.31499999999999995
2630,Amoremio - Italy,0.425
2631,Amorevole - Italy,-9.145
2632,Amorfoda - Italy,2.2300000000000004
2633,Amors Pilar - Sweden,-0.7949999999999999
2634,Amour & désastres - France,-0.07999999999999999
2635,Amour (feat. Philippe Katerine) - France,0.18000000000000002
2636,Amour Fou - uit Liefde Voor Muziek - Live - Belgium,0.505
2637,Amour X - Belgium,-2.26
2638,Amour X - France,-15.169999999999995
2639,Amour censure - Belgium,0.41500000000000004
2640,Amour censure - France,0.3550000000000002
2641,Amour toxic - Belgium,1.3349999999999997
2642,Amour toxic - France,31.49499999999997
2643,Amsterdam - Belgium,0.9349999999999999
2644,Amsterdam - Denmark,-9.995000000000008
2645,Amsterdam - France,-3.7049999999999996
2646,Amstramgram - France,0.3
2647,Amy - Sweden,0.475
2648,An Evening I Will Not Forget - Ireland,-9.9
2649,An Ocean - Sweden,0.145
2650,Ana Fi Dar - France,-2.36
2651,Anakin - France,-2.88
2652,Ananas (feat. G.bit) - prod. Low Kidd - Italy,-0.7449999999999999
2653,Anarchie - France,0.4
2654,Anche Fragile - Italy,5.535
2655,Anche se non trappo - Italy,0.355
2656,Anche senza di noi - Italy,0.35
2657,Ancien combattant - France,0.145
2658,Ancolie - Belgium,0.52
2659,Ancolie - France,-1.6849999999999996
2660,Ancora Lì (feat. Shiva) - Italy,-1.1499999999999997
2661,Ancora Sveglio - Italy,-0.019999999999999997
2662,Ancora in due - Italy,-5.03
2663,Ancora noi - Italy,0.45500000000000007
2664,And Here The Cycle Ends - Denmark,0.035
2665,And It Breaks My Heart - Sweden,0.39
2666,And We Keep Waiting - Live Uit Liefde Voor Muziek - Belgium,0.9099999999999999
2667,Andale (feat. Gradur) - France,0.605
2668,Andale - Denmark,0.8950000000000001
2669,Andale - France,2.195
2670,Andale - Italy,0.655
2671,Andalé - Denmark,0.385
2672,Andalé - France,0.125
2673,"Andante, Andante - Ireland",2.330000000000001
2674,"Andante, Andante - United Kingdom",1.6149999999999998
2675,Andas - Sweden,0.185
2676,Andeby - Denmark,-0.925
2677,Andere Leven - Belgium,0.08499999999999999
2678,Andere Tijd - Belgium,-0.565
2679,Anderhalf (feat. Poke & Judeska) - Belgium,0.255
2680,Anders (feat. Sevn & Josylvio) - Belgium,0.21
2681,Anders - Belgium,9.505000000000003
2682,Andetag - Sweden,0.3
2683,Andiamo A Comandare - Italy,-1.055
2684,Andromeda (feat. DRAM) - Belgium,-0.7849999999999999
2685,Andromeda (feat. DRAM) - Canada,0.4749999999999999
2686,Andromeda (feat. DRAM) - Denmark,0.255
2687,Andromeda (feat. DRAM) - France,0.035
2688,Andromeda (feat. DRAM) - Ireland,-0.2750000000000001
2689,Andromeda (feat. DRAM) - Sweden,0.495
2690,Andromeda (feat. DRAM) - United Kingdom,-0.32500000000000007
2691,Andromeda - Italy,-19.359999999999992
2692,Andromeda - Sweden,-0.95
2693,Andrà Tutto Bene (feat. Tommaso Paradiso) - Italy,0.6050000000000001
2694,Andrà tutto bene - Italy,0.5
2695,Angel - Belgium,0.39
2696,Angel - Canada,0.34
2697,Angel - Denmark,0.185
2698,Angel - Ireland,0.165
2699,Angel - Sweden,1.7350000000000003
2700,Angel - United Kingdom,0.735
2701,Angel Baby - Canada,0.075
2702,Angel Baby - Sweden,0.185
2703,Angel By The Wings - Sweden,0.6000000000000001
2704,Angel Dust - Canada,0.02
2705,Angel Eyes - Ireland,0.5450000000000014
2706,Angel Eyes - United Kingdom,1.0799999999999998
2707,Angel Zoo - Denmark,10.770000000000001
2708,Angel from Montgomery - Canada,0.085
2709,Angel from Montgomery - Ireland,0.2
2710,Angela - Belgium,9.465000000000005
2711,Angela - France,43.845000000000056
2712,Angeli e Demoni (feat. Mina) - Italy,0.395
2713,Angelina Jolie - Italy,42.145000000000024
2714,Angelo Blu (feat. Cosmo) - Italy,-0.42499999999999993
2715,Angels (feat. Saba) - Canada,0.05
2716,Angels - Belgium,0.295
2717,Angels - Ireland,0.705
2718,Angels - United Kingdom,0.845
2719,Angels Like You - Belgium,0.22999999999999998
2720,Angels Like You - Canada,-1.435
2721,Angels Like You - Denmark,0.51
2722,Angels Like You - Ireland,2.4350000000000005
2723,Angels Like You - Italy,0.2
2724,Angels Like You - Sweden,0.69
2725,Angels Like You - United Kingdom,-0.11999999999999995
2726,Angels to my battlefield - Denmark,0.395
2727,Angry Kids - Denmark,0.18
2728,Ani Kuni - Edit - Belgium,2.23
2729,Ani Kuni - Edit - France,1.0650000000000006
2730,Ani Kuni - France,0.21000000000000002
2731,Anima - Italy,0.315
2732,Anima Mea - Italy,0.5
2733,Anima fragile - Italy,0.175
2734,Animal - Italy,-4.965000000000002
2735,Animal Instinct - Ireland,0.6549999999999999
2736,Animal Instinct - Italy,0.45
2737,Animal Instinct - United Kingdom,0.35000000000000003
2738,Animali - Italy,0.38
2739,Animals - Radio Edit - Sweden,0.14
2740,Animals - United Kingdom,0.105
2741,Animalz - prod. Strage - Italy,-0.795
2742,Anissa - Belgium,-3.690000000000004
2743,Anissa - France,9.295000000000003
2744,Anita - Denmark,0.085
2745,Anita - France,-3.8100000000000005
2746,Anita - Sweden,1.15
2747,Ankare - Sweden,-4.415000000000002
2748,Anklage - Denmark,-2.8950000000000005
2749,Annan Kaliber - Sweden,-2.2699999999999996
2750,Annan Sauce - Sweden,0.7100000000000001
2751,Annan liga - Sweden,0.825
2752,Annan modell - Sweden,0.9199999999999999
2753,Annarè (feat. J-AX) - Italy,-0.26
2754,Anne - Uit Liefde Voor Muziek - Belgium,-0.6400000000000001
2755,Annelies - Belgium,0.18500000000000005
2756,Anni 90 (feat. Fabri Fibra) - Italy,-2.2500000000000004
2757,Anni luce (feat. Nek) - Italy,-6.1049999999999995
2758,Années - France,0.115
2759,Anomalie - France,1.44
2760,Anonymat - Belgium,0.6
2761,Anonymat - France,-2.3000000000000007
2762,Another Brick in the Wall PT2 - Live - Italy,-3.6599999999999993
2763,"Another Brick in the Wall, Pt. 2 - Belgium",0.075
2764,Another Chance - Radio Edit - United Kingdom,0.215
2765,Another Christmas - Sweden,10.355
2766,Another Day - Belgium,0.4
2767,Another Day - Canada,-2.155
2768,Another Day - Denmark,0.09
2769,Another Day - France,0.46499999999999997
2770,Another Day - Ireland,0.525
2771,Another Day - United Kingdom,0.5449999999999999
2772,Another Day Gone (feat. Khalid) - Canada,0.04000000000000005
2773,"Another Day Of Sun - From ""La La Land"" Soundtrack - Belgium",-0.76
2774,"Another Day Of Sun - From ""La La Land"" Soundtrack - Canada",0.095
2775,"Another Day Of Sun - From ""La La Land"" Soundtrack - France",0.8150000000000001
2776,"Another Day Of Sun - From ""La La Land"" Soundtrack - Ireland",1.5299999999999998
2777,"Another Day Of Sun - From ""La La Land"" Soundtrack - Italy",-0.02999999999999997
2778,"Another Day Of Sun - From ""La La Land"" Soundtrack - United Kingdom",2.619999999999999
2779,Another Holiday - Sweden,0.48
2780,Another Life (feat. Alida) - Belgium,7.125000000000002
2781,Another Life - Sweden,0.435
2782,Another Love - Belgium,17.139999999999997
2783,Another Love - Canada,0.8999999999999999
2784,Another Love - Denmark,6.730000000000001
2785,Another Love - France,3.100000000000001
2786,Another Love - Ireland,-5.805000000000002
2787,Another Love - Italy,4.795000000000003
2788,Another Love - Sweden,6.630000000000001
2789,Another Love - United Kingdom,2.7
2790,Another One - United Kingdom,0.25
2791,Another One Bites The Dust - Remastered 2011 - Belgium,3.5400000000000005
2792,Another One Bites The Dust - Remastered 2011 - Canada,19.284999999999982
2793,Another One Bites The Dust - Remastered 2011 - Denmark,1.8699999999999997
2794,Another One Bites The Dust - Remastered 2011 - France,2.6600000000000006
2795,Another One Bites The Dust - Remastered 2011 - Ireland,2.3649999999999998
2796,Another One Bites The Dust - Remastered 2011 - Italy,2.4100000000000006
2797,Another One Bites The Dust - Remastered 2011 - Sweden,3.8150000000000013
2798,Another One Bites The Dust - Remastered 2011 - United Kingdom,15.135000000000002
2799,Another Place - Belgium,0.31
2800,Another Place - Sweden,1.09
2801,Another Place - United Kingdom,0.7149999999999999
2802,Another Shot - Denmark,0.065
2803,Another Shot - Sweden,-3.2549999999999994
2804,Another Way - Sweden,-1.465
2805,Another Week - Sweden,0.365
2806,Another World - Sweden,0.24
2807,Anpanman - Canada,0.545
2808,Ansia - Italy,-1.9899999999999995
2809,Ansigt Til Ansigt - Denmark,-0.275
2810,Anstalt - Sweden,0.705
2811,Ansvar - Denmark,-13.505000000000003
2812,Answer - Acoustic Version - Sweden,0.495
2813,Answer - Sweden,0.04
2814,Answer : Love Myself - Canada,0.12
2815,Answerphone (feat. Yxng Bane) - Belgium,5.484999999999998
2816,Answerphone (feat. Yxng Bane) - Canada,2.5600000000000005
2817,Answerphone (feat. Yxng Bane) - Denmark,-2.2400000000000007
2818,Answerphone (feat. Yxng Bane) - France,3.270000000000001
2819,Answerphone (feat. Yxng Bane) - Ireland,5.4749999999999925
2820,Answerphone (feat. Yxng Bane) - Sweden,1.345
2821,Answerphone (feat. Yxng Bane) - United Kingdom,6.449999999999997
2822,Antarktis - Denmark,-0.13
2823,Antartide - Italy,-0.6100000000000001
2824,Antes - Italy,0.26
2825,Anti-Romantic - Canada,0.17
2826,Antidote - Canada,0.03
2827,Antikommerciel Masseappel - Denmark,-0.025
2828,Antinferno - Italy,0.545
2829,Antisocial (feat. Juice WRLD) - Belgium,0.11
2830,Antisocial (feat. Juice WRLD) - Canada,0.36
2831,Antisocial (feat. Juice WRLD) - Denmark,0.08
2832,Antisocial (feat. Juice WRLD) - France,0.195
2833,Antisocial (feat. Juice WRLD) - United Kingdom,0.275
2834,Antisocial (with Travis Scott) - Belgium,-9.715000000000002
2835,Antisocial (with Travis Scott) - Canada,-14.939999999999998
2836,Antisocial (with Travis Scott) - Denmark,-16.205
2837,Antisocial (with Travis Scott) - France,-0.795
2838,Antisocial (with Travis Scott) - Ghali Remix - Italy,1.01
2839,Antisocial (with Travis Scott) - Ireland,-19.430000000000003
2840,Antisocial (with Travis Scott) - Italy,-1.0850000000000002
2841,Antisocial (with Travis Scott) - MK Remix - Canada,0.22
2842,Antisocial (with Travis Scott) - MK Remix - Ireland,0.045
2843,Antisocial (with Travis Scott) - MK Remix - Sweden,0.34
2844,Antisocial (with Travis Scott) - MK Remix - United Kingdom,0.31
2845,Antisocial (with Travis Scott) - Sweden,-13.194999999999997
2846,Antisocial (with Travis Scott) - United Kingdom,-22.604999999999997
2847,Anxiety (with Selena Gomez) - Belgium,0.85
2848,Anxiety (with Selena Gomez) - Canada,-0.675
2849,Anxiety (with Selena Gomez) - Denmark,-0.07000000000000005
2850,Anxiety (with Selena Gomez) - Ireland,0.525
2851,Anxiety (with Selena Gomez) - Sweden,0.3949999999999999
2852,Anxiety (with Selena Gomez) - United Kingdom,0.02
2853,Anxiety - Intro - Belgium,0.57
2854,Anxiety - Intro - Canada,-1.6099999999999999
2855,Anxiety - Intro - Denmark,0.585
2856,Anxiety - Intro - Ireland,-0.20500000000000002
2857,Anxiety - Intro - Sweden,0.63
2858,Anxiety - Intro - United Kingdom,-1.145
2859,Anxiety - United Kingdom,0.135
2860,Anxious - Ireland,-0.8199999999999997
2861,Anxious - Sweden,0.075
2862,Anxious - United Kingdom,-6.015000000000001
2863,Any Other Way - Sweden,0.105
2864,Anybody (feat. Nicki Minaj) - Canada,-0.19999999999999982
2865,Anybody - Sweden,0.085
2866,Anyone - Belgium,-1.450000000000002
2867,Anyone - Canada,-26.95500000000001
2868,Anyone - Denmark,1.0399999999999998
2869,Anyone - France,0.9599999999999989
2870,Anyone - Ireland,-18.125
2871,Anyone - Italy,-2.2450000000000006
2872,Anyone - Sweden,-6.61500000000001
2873,Anyone - United Kingdom,-16.389999999999997
2874,Anyone Who Loves Me - Canada,-10.860000000000001
2875,Anything - France,0.635
2876,Anything - Sweden,0.075
2877,Anyway (feat. 2 Chainz & Gucci Mane) - Canada,-0.585
2878,Anyway - Canada,0.515
2879,Anyway - Ireland,3.4900000000000007
2880,Anyway - Sweden,0.04
2881,Anyway - United Kingdom,0.575
2882,Anyways - Belgium,0.02
2883,Anyways - United Kingdom,0.13
2884,Anywhere - Belgium,1.3900000000000006
2885,Anywhere - Canada,3.1200000000000006
2886,Anywhere - Denmark,-1.9100000000000017
2887,Anywhere - France,8.464999999999998
2888,Anywhere - Ireland,-8.735000000000014
2889,Anywhere - Italy,2.994999999999999
2890,Anywhere - Sweden,14.485000000000003
2891,Anywhere - United Kingdom,9.000000000000002
2892,Anywhere Away From Here (Rag’n’Bone Man & P!nk) - Denmark,0.235
2893,Anywhere Away From Here (Rag’n’Bone Man & P!nk) - Ireland,0.475
2894,Anywhere Away From Here (Rag’n’Bone Man & P!nk) - Sweden,-0.04500000000000001
2895,Anywhere Away From Here (Rag’n’Bone Man & P!nk) - United Kingdom,1.4900000000000002
2896,Anywhere Away from Here (Rag’n’Bone Man & P!nk) - Ireland,0.4500000000000003
2897,Anywhere Away from Here (Rag’n’Bone Man & P!nk) - United Kingdom,-1.1750000000000003
2898,Anziety - Canada,0.2849999999999999
2899,Apanage - Sweden,0.515
2900,Apelsinskal (feat. Newkid) - Sweden,-6.7600000000000025
2901,Apelsinskal - Sweden,-1.275
2902,Aperitivo Grezzo - Italy,-6.384999999999998
2903,Apnea - Italy,-4.224999999999996
2904,Apollo 13 (feat. Vegas Jones) - Italy,-6.854999999999999
2905,Apollo13 - Belgium,0.29500000000000004
2906,Apollo13 - France,-6.839999999999999
2907,Apollonia - France,-4.6850000000000005
2908,Apologize - Ireland,0.7
2909,Apologize - United Kingdom,0.835
2910,Apornas Planet - Sweden,0.085
2911,Apoteket - Sweden,-10.845
2912,Appartamento (feat. Frah Quintale) - Italy,0.18000000000000005
2913,Appelez la police (feat. MHD) - France,-1.3649999999999998
2914,Appelez les Pim-Pom - France,-0.2300000000000001
2915,Applause - Sweden,-3.4999999999999996
2916,Appuyer - France,0.49
2917,Apricots - Ireland,1.41
2918,Apricots - United Kingdom,0.93
2919,Apriti Cielo - Italy,-1.1749999999999998
2920,Après la pluie - France,4.255
2921,Après minuit - France,0.345
2922,Aqua Aura - Sweden,14.639999999999993
2923,Aqua86 - France,-1.045
2924,Aquafina (feat. Lord Siva) - Denmark,-1.3199999999999998
2925,Aquafina - France,0.225
2926,Aqualung (feat. Miss Li) - Sweden,0.43499999999999994
2927,Aqualung - Sweden,1.9300000000000002
2928,Aquarium - France,0.155
2929,Aquile - Italy,-0.375
2930,Aquiloni - Italy,0.38
2931,Aquí (feat. Ozuna & Soolking) - France,0.1
2932,Arabella - Ireland,0.76
2933,Arabesque - Belgium,0.014999999999999958
2934,Arabesque - Ireland,0.045
2935,Arabesque - United Kingdom,0.505
2936,Arafricain - Belgium,0.11
2937,Arafricain - France,-4.124999999999999
2938,Arai - Belgium,0.14500000000000002
2939,Arai - France,-6.9350000000000005
2940,Arbetslös - Sweden,-0.24000000000000005
2941,Arc-en-ciel - Belgium,-5.605
2942,Arc-en-ciel - France,19.889999999999976
2943,Arca Di Noè - Italy,-1.3699999999999999
2944,Arcade - Belgium,5.314999999999991
2945,Arcade - Canada,2.1050000000000004
2946,Arcade - Denmark,-0.7699999999999985
2947,Arcade - Eurovision 2019 - Netherlands / Karaoke Version - Belgium,0.135
2948,Arcade - France,8.245000000000008
2949,Arcade - Ireland,3.285000000000002
2950,Arcade - Italy,3.709999999999996
2951,Arcade - Sweden,3.3250000000000024
2952,Arcade - United Kingdom,11.894999999999998
2953,Arcadia - Ireland,0.065
2954,Arcadia - Sweden,0.525
2955,Arcadia - United Kingdom,0.01
2956,Architect - Belgium,0.02000000000000001
2957,Architecte - France,-2.8649999999999998
2958,Arcobaleno - Italy,-3.8200000000000003
2959,Are You - Sweden,0.43
2960,Are You Bored Yet? (feat. Clairo) - Canada,5.534999999999998
2961,Are You Bored Yet? (feat. Clairo) - Ireland,3.124999999999999
2962,Are You Bored Yet? (feat. Clairo) - United Kingdom,2.075
2963,Are You Gonna Be My Girl - Ireland,0.8350000000000001
2964,Are You Gonna Be My Girl - United Kingdom,1.2400000000000002
2965,Are You Lonely (feat. ISÁK) - Belgium,0.025
2966,Are You Lonely (feat. ISÁK) - Sweden,0.04
2967,Are You Mad (feat. K-Trap) - United Kingdom,0.18
2968,Are You Ready - Sweden,-1.9950000000000006
2969,Are You Ready For Love? - Remastered - Ireland,0.25
2970,Are You Ready For Love? - Remastered - United Kingdom,0.6599999999999999
2971,Are You Ready? - Italy,-4.385
2972,Are You Sure? (feat. Ty Dolla $ign) - Belgium,0.024999999999999994
2973,Are You Sure? (feat. Ty Dolla $ign) - Canada,-0.14500000000000005
2974,Are You Sure? (feat. Ty Dolla $ign) - Denmark,4.194999999999999
2975,Are You Sure? (feat. Ty Dolla $ign) - Ireland,1.1400000000000003
2976,Are You Sure? (feat. Ty Dolla $ign) - Sweden,3.4899999999999993
2977,Are You Sure? (feat. Ty Dolla $ign) - United Kingdom,0.5249999999999995
2978,Are You With Me - Radio Edit - Belgium,3.6350000000000002
2979,Are You With Me - Radio Edit - Ireland,0.145
2980,Are You With Me - Radio Edit - United Kingdom,0.01
2981,"Argent, Drogue & Sexe (feat. Seth Gueko) - France",0.6
2982,Argentario - Italy,-1.2849999999999995
2983,Argentovivo (feat. Rancore & Manuel Agnelli) - Italy,-4.239999999999999
2984,"Aria (feat. Fabri Fibra) - prod. Kanesh, Yves The Male - Italy",-0.43000000000000016
2985,Ariel - France,-1.4499999999999997
2986,Aries (YuGo) (feat. Pharrell & Station Wagon P) - Canada,3.095
2987,Aries (feat. Peter Hook and Georgia) - Ireland,0.12
2988,Aries (feat. Peter Hook and Georgia) - United Kingdom,0.235
2989,Arigato - Sweden,1.165
2990,Arirang - Italy,-1.81
2991,Arisen My Senses - Sweden,0.31
2992,Aristobär - Sweden,4.295
2993,Aristocrate - Belgium,8.879999999999997
2994,Aristocrate - France,8.489999999999998
2995,Ariva (feat. MHD) - France,0.135
2996,Arktiska oceanen - Sweden,0.49
2997,Armada - France,-2.6799999999999997
2998,Armed And Dangerous - Belgium,-1.685
2999,Armed And Dangerous - Canada,-7.415
3000,Armed And Dangerous - Denmark,0.6799999999999999
3001,Armed And Dangerous - Ireland,-0.45999999999999985
3002,Armed And Dangerous - Sweden,-3.225
3003,Armed And Dangerous - United Kingdom,-1.3499999999999999
3004,Arms Around You (feat. Maluma & Swae Lee) - Belgium,-11.560000000000008
3005,Arms Around You (feat. Maluma & Swae Lee) - Canada,-21.344999999999985
3006,Arms Around You (feat. Maluma & Swae Lee) - Denmark,-10.400000000000004
3007,Arms Around You (feat. Maluma & Swae Lee) - France,16.545000000000016
3008,Arms Around You (feat. Maluma & Swae Lee) - Ireland,-20.23
3009,Arms Around You (feat. Maluma & Swae Lee) - Italy,8.46
3010,Arms Around You (feat. Maluma & Swae Lee) - Sweden,-16.395000000000007
3011,Arms Around You (feat. Maluma & Swae Lee) - United Kingdom,-8.279999999999998
3012,Arms Of A Stranger - Ireland,-0.575
3013,Arms Open - Ireland,0.02
3014,Army Of Us - Sweden,-2.3
3015,Arne - Denmark,-0.03
3016,Arnica - Italy,-10.895000000000001
3017,Arob@se - France,0.48
3018,Arose - Belgium,0.36
3019,Arose - Canada,-0.6499999999999999
3020,Arose - Denmark,0.23
3021,Arose - France,0.335
3022,Arose - Ireland,-1.155
3023,Arose - Italy,0.175
3024,Arose - Sweden,0.7100000000000001
3025,Arose - United Kingdom,-0.9749999999999999
3026,Around the World (La La La La La) - Radio Version - Sweden,0.265
3027,Around the World - Belgium,-0.3950000000000001
3028,Around the World - Canada,0.065
3029,Around the World - France,-0.635
3030,Around the World - Ireland,0.43
3031,Around the World - Italy,0.255
3032,Around the World - United Kingdom,0.15
3033,Arriba - Belgium,0.74
3034,Arriba - France,0.5850000000000001
3035,Arrivant - France,21.020000000000007
3036,Arrivederci - Denmark,0.43999999999999995
3037,Arrivederci - Sweden,0.395
3038,Arrivedorci (feat. Neri per caso) - Italy,0.79
3039,Arrogante - Belgium,0.12
3040,Arrogante - France,-1.3400000000000003
3041,Arrogante - Italy,27.454999999999995
3042,Arrows - Belgium,0.545
3043,Arrows - Canada,0.295
3044,Arrows - Ireland,0.595
3045,Arrows - Italy,0.13
3046,Arrows - Sweden,0.58
3047,Arrows - United Kingdom,0.49
3048,Arrêt de bus - France,0.095
3049,Arrêt du cœur - France,5.865000000000003
3050,Arte - Italy,0.38
3051,Artiste - France,-0.195
3052,Arturo - Italy,0.48
3053,As - Ireland,0.085
3054,As - United Kingdom,0.425
3055,As I Am (feat. Khalid) - Belgium,-2.545
3056,As I Am (feat. Khalid) - Canada,-10.105000000000004
3057,As I Am (feat. Khalid) - Denmark,-13.274999999999999
3058,As I Am (feat. Khalid) - France,0.060000000000000026
3059,As I Am (feat. Khalid) - Ireland,-12.110000000000003
3060,As I Am (feat. Khalid) - Italy,-0.12
3061,As I Am (feat. Khalid) - Sweden,-2.3749999999999996
3062,As I Am (feat. Khalid) - United Kingdom,-9.304999999999996
3063,As I Lay Me Down - Sweden,-12.090000000000003
3064,As It Was - Ireland,0.7250000000000002
3065,As Long As I Have To - Sweden,0.21
3066,As Long As You Love Me - Acoustic Version - Denmark,0.41
3067,As You Are - Ireland,0.26
3068,As You Are - United Kingdom,0.92
3069,As the Right Bell Sounds - Sweden,0.055
3070,As the World Caves In - Canada,-0.475
3071,As the World Caves In - Ireland,0.044999999999999984
3072,As the World Caves In - United Kingdom,1.025
3073,Asalto - France,-1.08
3074,Ascension (feat. Vince Staples) - Belgium,0.6249999999999999
3075,Ascension (feat. Vince Staples) - Canada,0.59
3076,Ascension (feat. Vince Staples) - Denmark,0.545
3077,Ascension (feat. Vince Staples) - France,0.16
3078,Ascension (feat. Vince Staples) - Ireland,-1.3749999999999998
3079,Ascension (feat. Vince Staples) - Italy,0.035
3080,Ascension (feat. Vince Staples) - United Kingdom,-0.8449999999999995
3081,Ashes - Canada,0.06
3082,Ashes - Ireland,0.135
3083,Ashes - Sweden,0.7150000000000001
3084,"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack - Canada",1.4000000000000001
3085,"Ashes - from ""Deadpool 2"" Motion Picture Soundtrack - Ireland",0.025
3086,Ashes To Ashes - Sweden,-13.530000000000001
3087,Ashley - Canada,0.13999999999999999
3088,Asia Occidente - Italy,0.35499999999999987
3089,Asian Jake Paul - Canada,0.05499999999999999
3090,Asian Jake Paul - Sweden,0.105
3091,Asian Jake Paul - United Kingdom,0.030000000000000027
3092,Ask Flipz - Ireland,0.27
3093,Ask Flipz - United Kingdom,-4.530000000000001
3094,Ask For It - Denmark,1.3999999999999952
3095,Askan är den bästa jorden - Sweden,-2.575
3096,Askepot - Denmark,0.5449999999999999
3097,Aslan - Belgium,-10.575
3098,Asme - Sweden,-0.9800000000000009
3099,Aspen - Sweden,0.5099999999999999
3100,Aspettavo solo te - Italy,0.24
3101,Aspetterò lo stesso - Italy,0.6700000000000002
3102,Aspetto che torni - Italy,-0.6850000000000003
3103,Assa baing - France,0.42000000000000004
3104,Assassinat - Belgium,0.445
3105,Assassinat - France,-13.334999999999997
3106,Assenzio (feat. Stash & Levante) - Italy,-8.899999999999999
3107,Assoces - Belgium,-0.78
3108,Assoces - France,-7.734999999999998
3109,Association de malfaiteurs - France,-3.225
3110,Assume Form - United Kingdom,0.28
3111,Assurance vie - France,4.854999999999999
